Year,Month,Name,ProductCount
2013,10,"Half-Finger Gloves, S",1
2014,2,Touring Tire Tube,5
2014,2,"Road-750 Black, 58",1
2014,4,"Mountain-200 Black, 42",1
2014,1,"Mountain-200 Black, 46",18
2014,1,"ML Mountain Frame-W - Silver, 40",23
2013,9,HL Mountain Tire,1
2012,6,"Road-250 Black, 52",2
2014,5,"Road-350-W Yellow, 48",1
2012,4,"Mountain-100 Black, 42",1
2013,7,ML Mountain Seat/Saddle,21
2013,11,"Long-Sleeve Logo Jersey, S",2
2013,10,"Mountain-400-W Silver, 40",1
2014,4,"Long-Sleeve Logo Jersey, XL",1
2014,1,Road Tire Tube,8
2013,12,"Classic Vest, L",1
2014,6,Road Bottle Cage,1
2014,6,AWC Logo Cap,4
2014,4,"Mountain-200 Silver, 42",1
2014,5,"Touring-3000 Yellow, 44",1
2013,8,"Women's Mountain Shorts, S",1
2013,5,HL Road Tire,2
2012,10,"ML Road Frame-W - Yellow, 38",13
2014,5,"Half-Finger Gloves, L",2
2013,11,ML Mountain Tire,3
2014,2,Water Bottle - 30 oz.,13
2014,3,LL Road Tire,2
2013,5,"Touring-1000 Yellow, 46",18
2014,5,"Touring-1000 Blue, 54",1
2013,5,"Touring-3000 Blue, 44",6
2013,8,Touring Tire,1
2013,2,"Mountain-200 Black, 38",1
2011,6,"Mountain-100 Black, 38",1
2013,1,"Road-250 Black, 48",15
2012,8,"Road-650 Black, 52",1
2014,3,"Half-Finger Gloves, M",2
2013,7,Road Tire Tube,1
2013,10,"Sport-100 Helmet, Blue",5
2014,3,"Women's Mountain Shorts, L",1
2013,12,"Touring-1000 Blue, 46",1
2013,2,"Men's Bib-Shorts, M",25
2014,4,"Half-Finger Gloves, S",1
2013,8,Mountain Tire Tube,10
2014,3,Touring Tire Tube,4
2014,3,"Touring-3000 Yellow, 54",16
2014,5,"Racing Socks, L",2
2014,4,"Touring-3000 Blue, 62",1
2013,6,"Road-250 Black, 44",1
2014,6,Bike Wash - Dissolver,1
2014,3,"Classic Vest, S",1
2013,8,LL Road Tire,2
2013,6,AWC Logo Cap,59
2011,10,"Road-650 Red, 52",2
2014,5,"Classic Vest, M",1
2013,7,"Touring-3000 Yellow, 62",34
2014,1,"Road-750 Black, 58",16
2013,12,Hydration Pack - 70 oz.,2
2013,7,"Touring-3000 Blue, 50",32
2013,9,"Mountain-200 Silver, 38",2
2013,2,"Road-250 Red, 44",1
2013,1,HL Mountain Rear Wheel,20
2013,11,"Road-350-W Yellow, 40",2
2014,3,"Long-Sleeve Logo Jersey, M",3
2013,11,"Classic Vest, M",1
2013,11,Patch Kit/8 Patches,8
2013,7,"Sport-100 Helmet, Black",4
2014,2,"Mountain-200 Black, 46",1
2014,1,"Women's Mountain Shorts, S",31
2012,4,"Mountain-100 Black, 42",1
2013,4,"Road-250 Red, 48",2
2013,8,"Mountain-200 Silver, 38",1
2013,9,"Classic Vest, S",59
2013,12,"Touring-2000 Blue, 50",1
2014,3,"Sport-100 Helmet, Blue",43
2013,11,"Mountain-200 Silver, 42",3
2012,1,"Road-150 Red, 44",1
2013,11,"Road-550-W Yellow, 38",1
2013,11,ML Mountain Tire,1
2013,7,ML Road Tire,1
2013,9,"Touring-2000 Blue, 46",15
2014,6,Road Bottle Cage,1
2014,4,"Mountain-500 Silver, 52",1
2014,2,"Sport-100 Helmet, Red",5
2013,11,"Touring-1000 Blue, 46",1
2014,1,Touring Tire,5
2013,12,"Mountain-500 Black, 44",1
2013,10,"Long-Sleeve Logo Jersey, XL",1
2013,11,"Mountain-500 Silver, 40",6
2013,2,"Road-650 Red, 48",1
2013,5,"Road-250 Black, 52",15
2013,6,"Road-250 Black, 44",3
2012,4,"Mountain-100 Silver, 48",14
2013,10,"Mountain-200 Silver, 42",1
2012,2,"Mountain-100 Black, 44",11
2012,8,"Road-250 Black, 58",1
2013,11,HL Road Tire,2
2014,5,"Long-Sleeve Logo Jersey, S",1
2014,2,All-Purpose Bike Stand,2
2013,9,"Touring-3000 Yellow, 58",1
2013,12,AWC Logo Cap,6
2013,8,"Sport-100 Helmet, Black",6
2013,2,"Mountain-200 Silver, 46",1
2014,5,"Touring-1000 Yellow, 46",1
2013,8,"Mountain-200 Black, 46",1
2014,5,"Touring-3000 Blue, 44",1
2014,1,"Road-750 Black, 52",2
2012,2,"Road-150 Red, 56",2
2013,6,"Touring-2000 Blue, 60",1
2013,12,Road Bottle Cage,2
2013,7,"Short-Sleeve Classic Jersey, XL",2
2013,8,"Mountain-400-W Silver, 46",1
2012,8,"LL Road Frame - Red, 62",11
2014,1,"Mountain-200 Black, 38",5
2014,3,Mountain Bottle Cage,3
2013,5,"HL Mountain Frame - Black, 42",12
2013,3,"Road-650 Black, 52",1
2012,6,LL Mountain Handlebars,22
2014,2,"Short-Sleeve Classic Jersey, L",1
2012,7,"Road-250 Red, 58",2
2013,9,Water Bottle - 30 oz.,10
2014,4,"Sport-100 Helmet, Blue",9
2014,1,"Short-Sleeve Classic Jersey, XL",2
2011,10,"Mountain-100 Silver, 42",2
2012,6,"Road-250 Black, 44",1
2013,6,"Touring-1000 Blue, 50",1
2013,9,Mountain Bottle Cage,7
2014,3,LL Mountain Tire,5
2013,6,Bike Wash - Dissolver,1
2014,2,"Short-Sleeve Classic Jersey, S",2
2014,3,"Short-Sleeve Classic Jersey, M",1
2012,5,"Mountain-100 Silver, 38",1
2013,10,"Women's Mountain Shorts, L",1
2013,11,"Touring-3000 Yellow, 50",1
2014,1,"Sport-100 Helmet, Red",8
2013,9,"Long-Sleeve Logo Jersey, M",2
2013,5,"Road-550-W Yellow, 44",1
2013,11,"Racing Socks, M",2
2013,8,Fender Set - Mountain,2
2014,3,HL Mountain Tire,2
2012,7,"Road-250 Red, 44",1
2014,1,Mountain Tire Tube,15
2012,8,"Road-250 Red, 52",9
2013,8,All-Purpose Bike Stand,2
2013,12,"Road-350-W Yellow, 44",2
2013,11,"Mountain-500 Silver, 42",1
2012,3,"Road-650 Black, 48",1
2013,7,"Women's Mountain Shorts, L",2
2014,1,"Sport-100 Helmet, Black",3
2013,10,"Road-250 Black, 48",1
2011,7,"Mountain-100 Silver, 48",15
2012,12,"Mountain-200 Silver, 46",1
2012,9,"Mountain-200 Black, 38",1
2014,4,Mountain Bottle Cage,5
2014,4,Road Bottle Cage,5
2014,1,"Touring-2000 Blue, 50",2
2011,10,"Road-150 Red, 48",1
2014,4,Mountain Tire Tube,11
2014,1,"Touring-2000 Blue, 54",1
2013,9,"Road-550-W Yellow, 40",1
2013,11,"Touring-2000 Blue, 46",1
2013,6,"Touring-3000 Blue, 44",9
2013,9,Patch Kit/8 Patches,10
2013,10,"Road-350-W Yellow, 48",1
2013,9,LL Mountain Tire,3
2014,5,LL Road Tire,1
2013,12,"Touring-1000 Blue, 46",24
2014,1,HL Mountain Tire,5
2014,4,"Short-Sleeve Classic Jersey, M",1
2014,2,"Sport-100 Helmet, Blue",13
2013,7,Water Bottle - 30 oz.,10
2013,6,ML Mountain Seat/Saddle,22
2013,12,"Mountain-400-W Silver, 46",1
2012,10,"Road-250 Black, 44",1
2013,9,"Half-Finger Gloves, M",2
2014,3,AWC Logo Cap,9
2014,2,"Short-Sleeve Classic Jersey, S",2
2014,2,"Touring-1000 Blue, 60",1
2011,9,"Road-150 Red, 62",2
2012,10,"Road-650 Red, 60",1
2014,6,LL Road Tire,1
2013,4,"Mountain-200 Black, 42",1
2013,4,"Road-250 Black, 44",1
2013,4,"Road-250 Black, 52",1
2013,10,"HL Touring Frame - Blue, 54",19
2012,6,"Road-250 Red, 52",2
2013,8,Hydration Pack - 70 oz.,1
2014,2,"Touring-1000 Yellow, 54",1
2013,11,"Touring-1000 Yellow, 50",1
2012,5,"Road-650 Red, 62",1
2014,3,"Mountain-200 Black, 38",14
2013,12,"Half-Finger Gloves, L",1
2013,7,"Short-Sleeve Classic Jersey, L",1
2013,8,Front Brakes,11
2013,6,"Long-Sleeve Logo Jersey, XL",1
2012,7,"Road-250 Red, 48",2
2012,11,"Road-550-W Yellow, 44",2
2014,1,"Long-Sleeve Logo Jersey, S",2
2014,2,Hitch Rack - 4-Bike,1
2013,12,Touring Tire Tube,2
2011,11,"Road-650 Black, 62",1
2012,8,LL Road Rear Wheel,23
2014,4,Road Tire Tube,12
2014,5,"Touring-1000 Blue, 54",1
2013,12,HL Mountain Tire,8
2013,11,LL Road Tire,4
2014,1,"Mountain-400-W Silver, 42",10
2014,1,"Sport-100 Helmet, Red",6
2013,2,"Mountain-200 Silver, 42",1
2013,11,ML Road Tire,2
2013,12,"Mountain-200 Silver, 38",2
2013,11,Fender Set - Mountain,8
2012,6,"Road-550-W Yellow, 42",1
2014,5,"Racing Socks, L",1
2014,3,"Sport-100 Helmet, Blue",8
2011,10,"Road-650 Black, 44",12
2014,5,"Road-550-W Yellow, 42",1
2014,3,"ML Mountain Frame-W - Silver, 40",15
2011,10,"Road-150 Red, 56",1
2013,10,Mountain Bottle Cage,6
2013,10,Road Tire Tube,6
2013,12,"Road-350-W Yellow, 40",1
2014,5,"Mountain-200 Silver, 46",2
2013,8,Hitch Rack - 4-Bike,29
2014,2,"Touring-2000 Blue, 54",1
2012,10,"Mountain-200 Silver, 38",22
2014,1,"Short-Sleeve Classic Jersey, L",3
2013,10,"Mountain-500 Black, 40",1
2013,9,"Mountain-200 Black, 38",2
2014,6,"Long-Sleeve Logo Jersey, L",2
2013,12,"Mountain-200 Black, 46",2
2013,9,Bike Wash - Dissolver,2
2013,12,"Touring-3000 Blue, 44",2
2013,8,"Mountain-400-W Silver, 38",1
2012,5,"Mountain-100 Silver, 44",1
2013,10,"Short-Sleeve Classic Jersey, M",1
2013,11,"Mountain-200 Silver, 46",3
2013,10,HL Road Handlebars,16
2014,5,"Touring-3000 Yellow, 50",25
2013,10,Mountain Bottle Cage,6
2014,1,Water Bottle - 30 oz.,17
2014,6,Touring Tire Tube,1
2013,11,"Road-550-W Yellow, 48",1
2013,4,"Women's Tights, L",36
2013,6,"Road-350-W Yellow, 44",1
2014,1,"Mountain-500 Silver, 52",1
2013,8,"Road-750 Black, 48",2
2012,4,"Road-650 Red, 60",1
2014,3,Bike Wash - Dissolver,2
2014,5,ML Road Tire,6
2014,4,"Classic Vest, M",1
2014,5,Fender Set - Mountain,6
2013,4,"Road-250 Black, 58",7
2013,11,"Road-550-W Yellow, 42",1
2013,5,"LL Touring Frame - Yellow, 44",7
2013,11,"Racing Socks, M",1
2014,3,Patch Kit/8 Patches,12
2013,8,"Long-Sleeve Logo Jersey, M",1
2012,6,"Mountain-200 Silver, 46",1
2013,3,"Mountain-200 Black, 38",1
2013,1,"Men's Bib-Shorts, S",12
2014,1,"Sport-100 Helmet, Red",9
2012,11,"Mountain-200 Silver, 38",3
2012,3,"Road-150 Red, 62",3
2012,9,"Road-250 Red, 58",1
2013,8,"Sport-100 Helmet, Black",2
2014,6,"Long-Sleeve Logo Jersey, L",1
2013,9,HL Road Tire,1
2011,11,"Road-650 Black, 44",2
2013,9,Bike Wash - Dissolver,2
2014,5,"Short-Sleeve Classic Jersey, XL",5
2013,8,"Mountain-200 Black, 46",2
2013,11,"Road-550-W Yellow, 44",2
2014,5,"Touring-1000 Yellow, 46",1
2012,12,"HL Mountain Frame - Black, 38",13
2011,12,"Road-150 Red, 44",1
2012,10,"Road-650 Red, 62",1
2013,4,LL Mountain Handlebars,10
2013,7,"Road-750 Black, 48",1
2012,6,"Men's Sports Shorts, M",31
2014,2,HL Road Tire,1
2014,4,"Long-Sleeve Logo Jersey, XL",3
2014,4,"Touring-1000 Yellow, 50",2
2014,3,Bike Wash - Dissolver,30
2013,11,"Touring-1000 Yellow, 46",1
2012,9,"Road-650 Black, 62",1
2012,5,"Road-650 Black, 44",1
2014,5,"Road-750 Black, 44",3
2013,6,HL Mountain Tire,6
2013,11,"Road-350-W Yellow, 48",1
2014,5,"Road-750 Black, 58",1
2012,3,"Road-150 Red, 48",1
2014,2,"Long-Sleeve Logo Jersey, M",3
2014,1,"Classic Vest, L",2
2013,10,AWC Logo Cap,3
2013,12,"Mountain-200 Silver, 38",2
2013,11,"Racing Socks, M",1
2013,4,"Road-550-W Yellow, 40",1
2013,11,"Half-Finger Gloves, S",4
2012,2,"Mountain-100 Black, 38",11
2012,3,"Road-150 Red, 56",1
2014,3,Road Tire Tube,7
2013,10,"Touring-3000 Yellow, 50",1
2014,2,"Sport-100 Helmet, Black",5
2013,12,"Long-Sleeve Logo Jersey, L",26
2013,1,"Road-250 Red, 52",1
2013,11,"Short-Sleeve Classic Jersey, XL",5
2014,6,Touring Tire,3
2013,8,"Mountain-400-W Silver, 40",11
2014,3,"Mountain-200 Black, 42",2
2014,4,Fender Set - Mountain,9
2013,10,"Road-250 Black, 48",1
2013,7,"Short-Sleeve Classic Jersey, L",2
2013,7,Touring Tire Tube,2
2014,4,AWC Logo Cap,11
2012,10,"Road-650 Black, 62",1
2012,11,"Road-650 Black, 52",1
2014,3,"Mountain-200 Silver, 42",15
2013,9,Patch Kit/8 Patches,8
2013,12,Front Derailleur,17
2014,3,"Women's Mountain Shorts, M",1
2013,8,Water Bottle - 30 oz.,8
2014,6,HL Mountain Tire,1
2014,5,LL Road Tire,3
2012,8,"Mountain-200 Silver, 42",1
2013,9,"Sport-100 Helmet, Blue",2
2013,12,"Mountain-200 Silver, 46",2
2014,3,"Road-550-W Yellow, 40",2
2013,2,"Long-Sleeve Logo Jersey, M",23
2012,6,"Road-250 Black, 52",1
2014,4,"Short-Sleeve Classic Jersey, M",1
2014,3,ML Mountain Tire,2
2013,7,"Sport-100 Helmet, Red",6
2013,2,"Men's Sports Shorts, S",11
2013,9,"Mountain-200 Silver, 42",1
2013,8,"Classic Vest, L",1
2014,2,Hitch Rack - 4-Bike,1
2013,10,"Women's Mountain Shorts, M",3
2013,9,ML Mountain Tire,3
2014,3,"Mountain-500 Black, 42",1
2014,2,"Mountain-500 Black, 52",1
2012,8,"Road-250 Red, 44",1
2014,2,Hydration Pack - 70 oz.,8
2012,10,"Road-550-W Yellow, 40",1
2012,8,"Mountain-200 Black, 38",1
2011,7,"Mountain-100 Silver, 38",2
2014,4,AWC Logo Cap,7
2013,9,Mountain Tire Tube,7
2013,10,"Touring-3000 Yellow, 62",1
2011,7,"Mountain Bike Socks, M",21
2012,11,"Road-650 Black, 60",1
2013,1,"Mountain-200 Black, 46",2
2013,10,"Road-250 Black, 58",1
2013,11,"Half-Finger Gloves, S",2
2012,1,"Mountain-100 Black, 42",18
2013,12,Touring Tire,3
2013,11,"Long-Sleeve Logo Jersey, XL",1
2014,2,LL Mountain Tire,1
2014,2,"Touring-1000 Yellow, 54",1
2014,3,"Mountain-400-W Silver, 38",1
2013,12,Touring Tire Tube,6
2014,1,"Road-750 Black, 48",1
2014,3,"Road-250 Black, 52",2
2013,8,"Classic Vest, S",1
2014,6,"Sport-100 Helmet, Red",2
2013,7,Hydration Pack - 70 oz.,1
2014,6,Touring Tire,1
2014,5,"Short-Sleeve Classic Jersey, M",2
2013,12,"Short-Sleeve Classic Jersey, XL",4
2014,3,"Mountain-200 Silver, 42",4
2013,8,"Touring-1000 Yellow, 54",1
2013,6,ML Road Tire,2
2012,9,"Mountain-200 Black, 42",1
2013,6,Water Bottle - 30 oz.,4
2014,4,"Racing Socks, L",2
2013,5,"Road-650 Black, 44",1
2014,6,Touring Tire Tube,5
2012,10,"Road-650 Black, 52",1
2013,6,"Road-550-W Yellow, 44",1
2013,9,Road Tire Tube,3
2011,5,"Mountain-100 Silver, 48",6
2014,5,Road Bottle Cage,11
2014,3,"Short-Sleeve Classic Jersey, S",2
2011,8,"Road-150 Red, 52",1
2014,2,"Touring-2000 Blue, 50",1
2013,12,"Mountain-200 Black, 46",2
2014,3,Mountain Tire Tube,8
2013,9,"Road-350-W Yellow, 48",37
2013,8,LL Mountain Tire,1
2013,10,ML Mountain Tire,3
2013,7,"Touring-3000 Blue, 44",18
2014,1,"Mountain-500 Silver, 40",1
2013,8,"Sport-100 Helmet, Blue",3
2013,12,"Long-Sleeve Logo Jersey, XL",1
2012,7,"Road-550-W Yellow, 38",1
2013,9,Road Tire Tube,5
2014,4,"Touring-1000 Yellow, 46",1
2011,12,"Road-650 Black, 44",11
2014,5,"Half-Finger Gloves, S",2
2013,6,"Road-550-W Yellow, 48",1
2014,2,"Women's Mountain Shorts, L",1
2014,4,"Racing Socks, L",1
2013,9,Mountain Tire Tube,7
2013,12,"Touring-1000 Yellow, 60",1
2013,12,"Mountain-500 Black, 48",1
2014,4,Patch Kit/8 Patches,14
2013,5,"Mountain-200 Silver, 38",3
2012,12,"Road-550-W Yellow, 44",2
2014,4,"Classic Vest, M",1
2012,5,"Road-150 Red, 56",4
2013,10,HL Road Tire,1
2013,6,"Road-350-W Yellow, 44",1
2013,6,"Mountain-200 Black, 46",2
2014,2,"Touring-3000 Blue, 62",1
2014,3,"Touring-1000 Blue, 60",1
2013,9,"LL Road Frame - Black, 58",9
2014,4,"Half-Finger Gloves, M",1
2013,11,LL Road Tire,7
2013,12,"Road-750 Black, 58",2
2013,7,ML Road Tire,1
2011,11,"Road-150 Red, 56",3
2013,7,Water Bottle - 30 oz.,7
2014,4,Road Bottle Cage,6
2012,7,"Road-250 Red, 52",2
2013,4,"Road-650 Black, 52",1
2013,11,"Women's Mountain Shorts, M",3
2013,8,"Long-Sleeve Logo Jersey, M",3
2011,10,"Road-150 Red, 48",2
2013,8,Bike Wash - Dissolver,4
2012,8,"Road-550-W Yellow, 40",14
2012,12,"ML Road Frame-W - Yellow, 38",11
2012,7,"Men's Sports Shorts, M",24
2014,2,"Sport-100 Helmet, Blue",5
2013,12,"Sport-100 Helmet, Red",8
2013,3,"Road-250 Black, 58",14
2013,11,"Short-Sleeve Classic Jersey, M",1
2014,1,"Road-350-W Yellow, 44",2
2014,2,"Road-750 Black, 48",1
2013,11,"HL Touring Frame - Blue, 54",6
2013,8,"Sport-100 Helmet, Black",8
2013,11,"Long-Sleeve Logo Jersey, L",1
2014,6,ML Road Tire,1
2011,9,"Road-150 Red, 62",1
2013,11,All-Purpose Bike Stand,1
2013,6,"Mountain-400-W Silver, 46",1
2013,6,"Sport-100 Helmet, Red",4
2012,12,"Mountain-200 Black, 46",22
2011,8,"Road-450 Red, 60",10
2013,10,Fender Set - Mountain,7
2013,10,"Road-550-W Yellow, 42",1
2013,11,"Mountain-500 Black, 40",1
2013,3,"Mountain-200 Black, 42",1
2013,4,"Road-250 Black, 52",1
2013,10,Road Bottle Cage,4
2013,7,"Short-Sleeve Classic Jersey, L",1
2013,7,Touring Tire Tube,5
2013,6,"Long-Sleeve Logo Jersey, XL",1
2012,7,"HL Mountain Frame - Silver, 46",10
2013,12,"Mountain-400-W Silver, 42",1
2013,4,"Road-650 Black, 60",1
2013,6,"Short-Sleeve Classic Jersey, XL",1
2013,10,"Racing Socks, L",1
2011,10,"Road-650 Red, 44",1
2013,11,"Road-750 Black, 44",1
2013,9,"Road-750 Black, 48",2
2014,4,Mountain Bottle Cage,6
2013,10,Patch Kit/8 Patches,13
2014,3,"Touring-3000 Yellow, 50",15
2014,6,Hydration Pack - 70 oz.,4
2014,4,HL Road Tire,2
2012,10,"Road-650 Red, 62",2
2013,7,"Road-550-W Yellow, 38",1
2014,2,"Road-750 Black, 52",2
2012,7,"Road-250 Red, 52",1
2013,11,Road Bottle Cage,3
2014,1,"Short-Sleeve Classic Jersey, L",1
2014,2,LL Mountain Tire,3
2013,10,"Touring-1000 Yellow, 46",1
2013,9,"Mountain-400-W Silver, 40",2
2013,8,Bike Wash - Dissolver,1
2012,11,"Road-650 Black, 44",1
2013,9,"Sport-100 Helmet, Black",7
2014,5,"Long-Sleeve Logo Jersey, L",1
2014,2,"Road-250 Red, 58",1
2013,11,Mountain Bottle Cage,12
2013,2,"Full-Finger Gloves, L",21
2011,8,"Road-150 Red, 62",1
2011,10,"Road-150 Red, 56",1
2012,8,"Road-250 Red, 58",2
2014,4,LL Road Tire,3
2013,2,"Mountain-200 Black, 42",18
2014,5,"Long-Sleeve Logo Jersey, XL",1
2012,2,"HL Mountain Frame - Silver, 42",2
2012,11,"HL Mountain Frame - Black, 38",4
2014,3,"Road-550-W Yellow, 40",2
2014,5,AWC Logo Cap,4
2013,10,"Short-Sleeve Classic Jersey, M",3
2014,2,"Road-350-W Yellow, 42",1
2013,9,"Mountain-200 Silver, 42",1
2013,6,"Sport-100 Helmet, Red",2
2013,10,"Road-550-W Yellow, 42",1
2014,3,"ML Mountain Frame-W - Silver, 46",6
2012,2,"Road-150 Red, 62",1
2012,9,"Road-550-W Yellow, 40",25
2014,1,Touring Tire Tube,2
2012,5,"Road-650 Red, 60",23
2013,1,"Road-650 Red, 48",1
2013,3,"Mountain-200 Silver, 42",2
2013,11,AWC Logo Cap,5
2013,8,"Mountain-200 Black, 42",1
2014,1,Water Bottle - 30 oz.,13
2013,12,"Racing Socks, M",1
2013,10,Fender Set - Mountain,4
2014,1,HL Mountain Tire,4
2013,12,"Touring-1000 Blue, 54",3
2014,3,HL Road Tire,2
2014,3,"Touring-1000 Yellow, 50",1
2012,1,"Mountain-100 Black, 38",21
2013,10,"Half-Finger Gloves, M",2
2014,3,"Sport-100 Helmet, Black",5
2013,11,"Long-Sleeve Logo Jersey, L",26
2012,12,"Mountain-200 Silver, 38",1
2013,12,"Half-Finger Gloves, S",3
2012,2,"Mountain-100 Black, 42",9
2013,10,Patch Kit/8 Patches,3
2014,2,"Long-Sleeve Logo Jersey, M",5
2014,3,"Women's Mountain Shorts, S",1
2013,5,"Road-650 Red, 52",1
2012,11,"Road-550-W Yellow, 42",1
2014,2,"Classic Vest, L",1
2013,9,"Touring-2000 Blue, 54",1
2013,5,"LL Road Frame - Black, 52",20
2014,1,"Mountain-200 Silver, 46",1
2014,4,ML Mountain Tire,3
2014,3,"Mountain-400-W Silver, 40",2
2013,7,"Long-Sleeve Logo Jersey, S",1
2014,1,Hitch Rack - 4-Bike,3
2014,1,Touring Tire Tube,3
2013,8,"Touring-1000 Blue, 46",2
2014,6,"Short-Sleeve Classic Jersey, L",1
2014,2,Road Tire Tube,3
2011,11,"Road-150 Red, 44",1
2013,3,"Mountain-200 Black, 38",1
2014,1,Bike Wash - Dissolver,24
2013,11,"Road-250 Red, 48",1
2014,3,Fender Set - Mountain,11
2014,3,"Racing Socks, L",2
2013,8,"Touring-3000 Blue, 62",4
2014,4,"Half-Finger Gloves, M",1
2013,11,Touring Tire,1
2014,4,"Road-750 Black, 44",1
2013,1,"Long-Sleeve Logo Jersey, M",12
2013,11,"Touring-1000 Yellow, 60",1
2014,2,"Mountain-400-W Silver, 38",1
2012,3,"LL Road Frame - Red, 44",20
2013,8,Road Tire Tube,5
2013,6,"Long-Sleeve Logo Jersey, L",3
2011,7,"Road-150 Red, 52",1
2012,9,"Road-650 Black, 48",21
2014,1,"Half-Finger Gloves, L",2
2013,8,"Sport-100 Helmet, Blue",4
2013,8,"Road-250 Red, 58",1
2014,4,Patch Kit/8 Patches,11
2014,1,Hydration Pack - 70 oz.,1
2012,6,"Road-650 Red, 58",1
2014,1,"Mountain-200 Silver, 38",1
2013,9,"Mountain-200 Black, 42",1
2012,8,HL Headset,6
2012,9,"Mountain-200 Silver, 42",1
2012,6,"Road-550-W Yellow, 44",1
2014,4,"Road-350-W Yellow, 48",2
2012,3,"Road-150 Red, 48",3
2014,3,LL Road Tire,4
2014,1,"Road-350-W Yellow, 40",2
2014,1,"Long-Sleeve Logo Jersey, S",1
2014,6,All-Purpose Bike Stand,1
2013,12,ML Road Tire,2
2012,2,"Road-150 Red, 62",1
2013,4,"Road-250 Red, 58",1
2014,1,ML Mountain Tire,2
2013,6,HL Mountain Tire,1
2012,1,"Mountain-100 Silver, 44",1
2011,9,"Road-650 Black, 60",1
2014,4,Bike Wash - Dissolver,2
2013,1,"Road-550-W Yellow, 42",1
2012,6,"Road-650 Red, 58",1
2013,7,"Racing Socks, M",2
2014,2,"Long-Sleeve Logo Jersey, L",4
2013,6,"Road-550-W Yellow, 48",1
2014,6,Water Bottle - 30 oz.,5
2013,7,LL Road Tire,4
2014,4,"Mountain-200 Silver, 46",2
2013,8,HL Road Tire,1
2014,5,"Women's Mountain Shorts, L",3
2013,11,Mountain Bottle Cage,5
2013,10,"Mountain-400-W Silver, 38",1
2013,6,Road Tire Tube,1
2013,10,ML Road Tire,1
2013,8,"Touring-1000 Blue, 54",1
2013,8,AWC Logo Cap,6
2012,2,"Mountain-100 Silver, 42",1
2013,11,"Mountain-200 Silver, 38",1
2014,3,"Short-Sleeve Classic Jersey, XL",3
2014,3,"Touring-3000 Yellow, 44",2
2013,9,"Road-350-W Yellow, 42",1
2014,6,"Long-Sleeve Logo Jersey, XL",1
2013,10,"Mountain-200 Silver, 38",2
2013,12,"Road-550-W Yellow, 48",2
2012,12,"Road-650 Red, 62",1
2013,10,"Mountain-200 Silver, 46",2
2014,2,"Classic Vest, L",1
2013,12,"Road-750 Black, 48",2
2013,9,"Sport-100 Helmet, Black",6
2013,6,Mountain Bottle Cage,3
2013,4,"Mountain-200 Black, 38",1
2014,4,"Mountain-500 Black, 48",1
2012,9,LL Headset,9
2014,2,"Mountain-200 Black, 42",2
2013,8,"ML Road Frame-W - Yellow, 38",11
2013,7,"Sport-100 Helmet, Blue",4
2014,6,Fender Set - Mountain,3
2013,6,"Short-Sleeve Classic Jersey, M",1
2014,1,"Racing Socks, M",1
2013,11,Touring Tire,3
2014,1,"Road-550-W Yellow, 42",2
2014,5,"Road-550-W Yellow, 40",2
2013,11,"Women's Mountain Shorts, S",1
2012,5,"Road-150 Red, 56",1
2012,6,"Road-250 Black, 58",1
2013,5,"HL Touring Frame - Yellow, 54",9
2014,5,Road Tire Tube,11
2014,4,"Road-350-W Yellow, 42",1
2012,6,"HL Mountain Frame - Silver, 46",14
2013,7,"Long-Sleeve Logo Jersey, XL",2
2014,2,AWC Logo Cap,6
2014,5,"Women's Mountain Shorts, M",2
2013,10,"Short-Sleeve Classic Jersey, XL",1
2013,8,"Touring-3000 Yellow, 58",1
2013,11,"Road-650 Black, 58",1
2014,1,ML Mountain Tire,1
2013,10,"Sport-100 Helmet, Black",2
2013,2,"Road-250 Red, 48",1
2014,5,Touring Tire,3
2014,1,Patch Kit/8 Patches,7
2012,10,HL Mountain Rear Wheel,19
2013,7,"Long-Sleeve Logo Jersey, M",1
2011,12,"Road-650 Red, 44",1
2012,10,"Road-650 Black, 60",1
2014,5,"Women's Mountain Shorts, S",2
2014,3,Hydration Pack - 70 oz.,2
2013,7,"Touring-3000 Blue, 58",1
2014,1,"Sport-100 Helmet, Blue",2
2014,4,"Women's Mountain Shorts, S",1
2013,6,Fender Set - Mountain,1
2014,3,"Touring-1000 Yellow, 50",1
2014,2,"Long-Sleeve Logo Jersey, S",4
2012,9,"LL Road Frame - Red, 60",24
2013,11,"Women's Mountain Shorts, M",1
2013,7,ML Mountain Tire,5
2013,10,"Road-750 Black, 52",2
2013,9,Hydration Pack - 70 oz.,1
2013,11,"Road-250 Black, 48",1
2013,7,"Mountain-200 Silver, 42",1
2013,7,"Road-350-W Yellow, 40",1
2011,6,"Mountain-100 Silver, 44",1
2014,4,"Road-550-W Yellow, 40",1
2013,7,"Road-750 Black, 44",1
2013,4,"Mountain-200 Silver, 46",1
2013,12,"Long-Sleeve Logo Jersey, XL",1
2013,11,Mountain Tire Tube,6
2012,1,"Road-150 Red, 48",2
2012,9,"Road-250 Black, 44",1
2014,2,Road Bottle Cage,7
2013,11,Touring Tire Tube,7
2014,5,"Mountain-200 Black, 46",1
2014,1,"Road-550-W Yellow, 38",1
2012,11,"Mountain-200 Black, 46",1
2013,12,Water Bottle - 30 oz.,10
2014,3,Hydration Pack - 70 oz.,1
2013,8,LL Road Pedal,20
